"Test[not.NA.test.row.index, 1]","Test[not.NA.test.row.index, 3]","Test[not.NA.test.row.index, 2]","predict(Cubist, Test[not.NA.test.row.index, 2:14])"
"14/07/2018",2,783,311.335327148438
"14/07/2018",3,545,233.522750854492
"14/07/2018",4,307,150.562408447266
"14/07/2018",5,266,153.552459716797
"14/07/2018",6,356,199.282592773438
"14/07/2018",7,537,794.57275390625
"14/07/2018",8,787,1022.55212402344
"14/07/2018",9,909,858.847229003906
"14/07/2018",10,910,881.633361816406
"14/07/2018",11,945,912.814147949219
"14/07/2018",12,1039,912.697631835938
"14/07/2018",13,1078,932.585632324219
"14/07/2018",14,1038,944.094116210938
"14/07/2018",15,1058,966.664611816406
"14/07/2018",16,1177,972.212341308594
"14/07/2018",17,1433,1024.23559570312
"14/07/2018",18,1624,1140.34765625
"14/07/2018",19,1797,1062.806640625
"14/07/2018",20,2023,914.6611328125
"14/07/2018",21,2011,863.601806640625
"14/07/2018",22,1682,836.252319335938
"14/07/2018",23,1278,776.495971679688
"15/07/2018",0,1143,359.512145996094
"15/07/2018",1,868,330.604248046875
"15/07/2018",2,632,313.715423583984
"15/07/2018",3,443,235.3193359375
"15/07/2018",4,278,151.527465820312
"15/07/2018",5,223,156.470504760742
"15/07/2018",6,292,206.277008056641
"15/07/2018",7,402,773.83251953125
"15/07/2018",8,613,1036.83728027344
"15/07/2018",9,715,865.750061035156
"15/07/2018",10,701,880.408996582031
"15/07/2018",11,712,902.348022460938
"15/07/2018",12,803,923.480590820312
"15/07/2018",13,810,932.119689941406
"15/07/2018",14,822,949.063537597656
"15/07/2018",15,946,952.41650390625
"15/07/2018",16,1125,975.472229003906
"15/07/2018",17,1247,1039.17993164062
"15/07/2018",18,1466,1156.37854003906
"15/07/2018",19,1847,1076.5751953125
"15/07/2018",20,2058,898.930847167969
"15/07/2018",21,1924,846.193969726562
"15/07/2018",22,1607,835.0703125
"15/07/2018",23,1113,808.249633789062
"16/07/2018",0,732,369.782623291016
"16/07/2018",1,498,340.231903076172
"16/07/2018",2,469,319.034240722656
"16/07/2018",3,276,234.331359863281
"16/07/2018",4,211,150.976928710938
"16/07/2018",5,324,156.15510559082
"16/07/2018",6,703,201.540084838867
"16/07/2018",7,1344,896.641479492188
"16/07/2018",8,1935,1057.00646972656
"16/07/2018",9,1014,883.278015136719
"16/07/2018",10,678,899.711547851562
"16/07/2018",11,688,920.311584472656
"16/07/2018",12,719,945.323913574219
"16/07/2018",13,727,928.492614746094
"16/07/2018",14,691,953.286437988281
"16/07/2018",15,745,946.486083984375
"16/07/2018",16,818,966.396545410156
"16/07/2018",17,1425,1025.45153808594
"16/07/2018",18,2636,1145.12915039062
"16/07/2018",19,2368,1067.64562988281
"16/07/2018",20,2362,922.169677734375
"16/07/2018",21,2241,871.638854980469
"16/07/2018",22,1934,840.289489746094
"16/07/2018",23,1285,805.208251953125
"17/07/2018",0,1003,367.741302490234
"17/07/2018",1,692,346.951934814453
"17/07/2018",2,497,316.409698486328
"17/07/2018",3,372,233.449615478516
"17/07/2018",4,222,148.215942382812
"17/07/2018",5,372,157.049880981445
"17/07/2018",6,713,199.43424987793
"17/07/2018",7,1356,849.106140136719
"17/07/2018",8,1955,1032.90673828125
"17/07/2018",9,1031,847.4775390625
"17/07/2018",10,719,877.617309570312
"17/07/2018",11,797,902.5126953125
"17/07/2018",12,803,900.100708007812
"17/07/2018",13,763,907.732971191406
"17/07/2018",14,786,919.358825683594
"17/07/2018",15,878,931.916931152344
"17/07/2018",16,1062,940.252746582031
"17/07/2018",17,1591,1004.10137939453
"17/07/2018",18,2770,1137.98718261719
"17/07/2018",19,2326,1062.71667480469
"17/07/2018",20,2174,907.952453613281
"17/07/2018",21,2273,857.013854980469
"17/07/2018",22,1940,830.815124511719
"17/07/2018",23,1340,792.833312988281
"18/07/2018",0,1002,366.548858642578
"18/07/2018",1,741,344.334442138672
"18/07/2018",2,526,318.570434570312
"18/07/2018",3,381,230.151992797852
"18/07/2018",4,266,145.300582885742
"18/07/2018",5,327,151.713333129883
"18/07/2018",6,695,193.561889648438
"18/07/2018",7,1308,837.674133300781
"18/07/2018",8,1944,1022.60034179688
"18/07/2018",9,982,830.191711425781
"18/07/2018",10,722,863.068237304688
"18/07/2018",11,701,887.38232421875
"18/07/2018",12,780,898.046264648438
"18/07/2018",13,778,898.899169921875
"18/07/2018",14,762,909.543212890625
"18/07/2018",15,776,924.310974121094
"18/07/2018",16,912,930.669860839844
"18/07/2018",17,1596,999.228210449219
"18/07/2018",18,2692,1135.18005371094
"18/07/2018",19,2281,1052.97424316406
"18/07/2018",20,2202,901.798461914062
"18/07/2018",21,2188,858.97509765625
"18/07/2018",22,1980,824.060424804688
"18/07/2018",23,1354,797.436706542969
"19/07/2018",0,1068,360.839569091797
"19/07/2018",1,824,338.348419189453
"19/07/2018",2,591,308.150543212891
"19/07/2018",3,393,229.36767578125
"19/07/2018",4,231,144.966995239258
"19/07/2018",5,329,151.345062255859
"19/07/2018",6,672,193.439147949219
"19/07/2018",7,1315,845.74072265625
"19/07/2018",8,1993,1026.55102539062
"19/07/2018",9,985,839.556274414062
"19/07/2018",10,695,869.582946777344
"19/07/2018",11,687,906.361083984375
"19/07/2018",12,828,897.501037597656
"19/07/2018",13,798,930.160217285156
"19/07/2018",14,722,947.451965332031
"19/07/2018",15,827,938.323364257812
"19/07/2018",16,1017,949.969116210938
"19/07/2018",17,1536,1030.91186523438
"19/07/2018",18,2640,1160.50427246094
"19/07/2018",19,2245,1073.56506347656
"19/07/2018",20,2114,911.557250976562
"19/07/2018",21,2122,872.860168457031
"19/07/2018",22,1870,838.749938964844
"19/07/2018",23,1318,809.329467773438
"20/07/2018",0,1041,366.745178222656
"20/07/2018",1,773,338.781951904297
"20/07/2018",2,557,324.426849365234
"20/07/2018",3,428,233.168380737305
"20/07/2018",4,267,153.512390136719
"20/07/2018",5,327,157.888107299805
"20/07/2018",6,672,201.866928100586
"20/07/2018",7,1251,870.489379882812
"20/07/2018",8,1896,1043.34155273438
"20/07/2018",9,1029,844.217712402344
"20/07/2018",10,641,874.527587890625
"20/07/2018",11,791,905.884765625
"20/07/2018",12,822,903.762451171875
"20/07/2018",13,805,911.540832519531
"20/07/2018",14,741,919.192565917969
"20/07/2018",15,794,931.091674804688
"20/07/2018",16,928,956.772827148438
"20/07/2018",17,1468,1023.18206787109
"20/07/2018",18,2419,1142.45532226562
"20/07/2018",19,2084,1073.3642578125
"20/07/2018",20,1888,942.140930175781
"20/07/2018",21,1869,915.050842285156
"20/07/2018",22,1782,870.600402832031
"20/07/2018",23,1426,845.245727539062
"21/07/2018",0,1132,373.280914306641
"21/07/2018",1,945,347.206176757812
"21/07/2018",2,684,326.445831298828
"21/07/2018",3,477,239.690048217773
"21/07/2018",4,347,148.714263916016
"21/07/2018",5,292,157.017364501953
"21/07/2018",6,381,204.846313476562
"21/07/2018",7,491,896.183776855469
"21/07/2018",8,720,1056.23449707031
"21/07/2018",9,729,865.191589355469
"21/07/2018",10,699,878.35107421875
"21/07/2018",11,676,894.284606933594
"21/07/2018",12,735,880.731506347656
"21/07/2018",13,727,897.598388671875
"21/07/2018",14,682,913.902770996094
"21/07/2018",15,785,919.099304199219
"21/07/2018",16,883,914.333984375
"21/07/2018",17,1011,1022.69970703125
"21/07/2018",18,1202,1154.11584472656
"21/07/2018",19,1423,1094.30883789062
"21/07/2018",20,1655,956.144165039062
"21/07/2018",21,1731,913.633422851562
"21/07/2018",22,1588,893.437133789062
"21/07/2018",23,1288,868.845764160156
"22/07/2018",0,1088,360.704528808594
"22/07/2018",1,772,333.737091064453
"22/07/2018",2,587,311.684600830078
"22/07/2018",3,438,224.940979003906
"22/07/2018",4,270,145.100494384766
"22/07/2018",5,256,161.440872192383
"22/07/2018",6,286,210.577651977539
"22/07/2018",7,360,923.516296386719
"22/07/2018",8,477,1069.53149414062
"22/07/2018",9,526,920.3037109375
"22/07/2018",10,522,937.657897949219
"22/07/2018",11,499,953.614685058594
"22/07/2018",12,560,936.1484375
"22/07/2018",13,569,925.314392089844
"22/07/2018",14,565,944.747802734375
"22/07/2018",15,632,948.023071289062
"22/07/2018",16,771,943.721801757812
"22/07/2018",17,965,1023.71594238281
"22/07/2018",18,1212,1128.12866210938
"22/07/2018",19,1478,1092.67858886719
"22/07/2018",20,1688,974.033203125
"22/07/2018",21,1666,938.559448242188
"22/07/2018",22,1346,921.80908203125
"22/07/2018",23,1030,902.793151855469
"23/07/2018",0,792,349.022979736328
"23/07/2018",1,542,332.319763183594
"23/07/2018",2,382,308.968170166016
"23/07/2018",3,238,213.780014038086
"23/07/2018",4,174,142.840362548828
"23/07/2018",5,310,153.507598876953
"23/07/2018",6,652,206.236312866211
"23/07/2018",7,1241,946.057922363281
"23/07/2018",8,1889,1095.96789550781
"23/07/2018",9,985,934.803588867188
"23/07/2018",10,636,940.135437011719
"23/07/2018",11,611,950.284912109375
"23/07/2018",12,655,963.89453125
"23/07/2018",13,688,975.810485839844
"23/07/2018",14,670,977.378845214844
"23/07/2018",15,739,994.982849121094
"23/07/2018",16,960,998.234436035156
"23/07/2018",17,1310,1069.69177246094
"23/07/2018",18,2405,1183.32165527344
"23/07/2018",19,2112,1086.33068847656
"23/07/2018",20,2051,961.354125976562
"23/07/2018",21,1994,926.450988769531
"23/07/2018",22,1697,904.739807128906
"23/07/2018",23,1157,888.8916015625
"24/07/2018",0,874,369.244934082031
"24/07/2018",1,715,344.295074462891
"24/07/2018",2,487,322.844116210938
"24/07/2018",3,332,233.77229309082
"24/07/2018",4,218,150.051574707031
"24/07/2018",5,306,156.457489013672
"24/07/2018",6,673,204.492172241211
"24/07/2018",7,1213,937.652099609375
"24/07/2018",8,1820,1088.3388671875
"24/07/2018",9,926,935.7646484375
"24/07/2018",10,610,945.397155761719
"24/07/2018",11,620,940.574157714844
"24/07/2018",12,671,994.312377929688
"24/07/2018",13,688,967.086486816406
"24/07/2018",14,649,980.48486328125
"24/07/2018",15,735,975.522094726562
"24/07/2018",16,834,993.87353515625
"24/07/2018",17,1297,1049.978515625
"24/07/2018",18,2300,1177.69348144531
"24/07/2018",19,1968,1095.25646972656
"24/07/2018",20,1834,939.950561523438
"24/07/2018",21,1899,897.084411621094
"24/07/2018",22,1773,870.193542480469
"24/07/2018",23,1193,853.423156738281
"25/07/2018",0,939,362.035339355469
"25/07/2018",1,726,334.634338378906
"25/07/2018",2,499,317.861572265625
"25/07/2018",3,327,224.989181518555
"25/07/2018",4,212,156.197677612305
"25/07/2018",5,299,161.579788208008
"25/07/2018",6,657,207.951782226562
"25/07/2018",7,1171,816.389526367188
"25/07/2018",8,1893,1078.55932617188
"25/07/2018",9,995,890.830993652344
"25/07/2018",10,696,922.054504394531
"25/07/2018",11,749,930.993774414062
"25/07/2018",12,791,942.863830566406
"25/07/2018",13,783,957.783569335938
"25/07/2018",14,754,962.246398925781
"25/07/2018",15,781,986.649841308594
"25/07/2018",16,977,973.709228515625
"25/07/2018",17,1412,1039.48327636719
"25/07/2018",18,2416,1143.07824707031
"25/07/2018",19,2039,1117.119140625
"25/07/2018",20,1935,935.186828613281
"25/07/2018",21,1811,873.706787109375
"25/07/2018",22,1767,838.033142089844
"25/07/2018",23,1289,820.27685546875
"26/07/2018",0,939,374.32568359375
"26/07/2018",1,718,352.053161621094
"26/07/2018",2,498,335.478088378906
"26/07/2018",3,355,245.881790161133
"26/07/2018",4,252,156.088745117188
"26/07/2018",5,306,162.215682983398
"26/07/2018",6,602,208.097808837891
"26/07/2018",7,1175,803.363952636719
"26/07/2018",8,1823,1040.64855957031
"26/07/2018",9,966,871.247985839844
"26/07/2018",10,644,891.170288085938
"26/07/2018",11,614,918.522033691406
"26/07/2018",12,600,933.811340332031
"26/07/2018",13,628,934.49755859375
"26/07/2018",14,706,947.726135253906
"26/07/2018",15,774,961.429077148438
"26/07/2018",16,920,965.989624023438
"26/07/2018",17,1394,1021.57000732422
"26/07/2018",18,2367,1154.61657714844
"26/07/2018",19,1994,1065.92077636719
"26/07/2018",20,1790,933.302795410156
"26/07/2018",21,1868,870.765441894531
"26/07/2018",22,1709,848.899047851562
"26/07/2018",23,1273,820.422546386719
"27/07/2018",0,909,383.17529296875
"27/07/2018",1,747,358.0849609375
"27/07/2018",2,537,327.158294677734
"27/07/2018",3,371,238.128540039062
"27/07/2018",4,218,152.095428466797
"27/07/2018",5,295,159.552658081055
"27/07/2018",6,647,206.236831665039
"27/07/2018",7,1111,818.47900390625
"27/07/2018",8,1763,1031.39978027344
"27/07/2018",9,934,873.926696777344
"27/07/2018",10,639,898.263549804688
"27/07/2018",11,619,930.209106445312
"27/07/2018",12,714,941.323303222656
"27/07/2018",13,653,946.093872070312
"27/07/2018",14,507,955.759765625
"27/07/2018",15,776,967.98486328125
"27/07/2018",16,905,977.419799804688
"27/07/2018",17,1289,1044.97033691406
"27/07/2018",18,2183,1153.87902832031
"27/07/2018",19,1657,1059.17028808594
"27/07/2018",20,1565,909.239318847656
"27/07/2018",21,1547,888.494018554688
"27/07/2018",22,1507,864.076416015625
"27/07/2018",23,1182,851.171569824219
"28/07/2018",0,992,376.512176513672
"28/07/2018",1,875,357.23193359375
"28/07/2018",2,656,328.307769775391
"28/07/2018",3,461,244.790664672852
"28/07/2018",4,340,156.062225341797
"28/07/2018",5,248,163.863159179688
"28/07/2018",6,313,206.22932434082
"28/07/2018",7,428,790.15283203125
"28/07/2018",8,606,1042.66821289062
"28/07/2018",9,671,884.225036621094
"28/07/2018",10,654,922.946105957031
"28/07/2018",11,592,946.724182128906
"28/07/2018",12,632,956.561401367188
"28/07/2018",13,741,969.609924316406
"28/07/2018",14,314,976.898071289062
"28/07/2018",15,468,844.640625
"28/07/2018",16,706,892.792541503906
"28/07/2018",17,863,916.965209960938
"28/07/2018",18,843,1045.591796875
"28/07/2018",19,974,1016.34368896484
"28/07/2018",20,1095,860.838989257812
"28/07/2018",21,1211,867.488220214844
"28/07/2018",22,1158,864.063293457031
"28/07/2018",23,1039,848.232482910156
"29/07/2018",0,921,369.898986816406
"29/07/2018",1,636,347.190185546875
"29/07/2018",2,511,333.593444824219
"29/07/2018",3,403,243.577896118164
"29/07/2018",4,245,157.345520019531
"29/07/2018",5,199,164.350845336914
"29/07/2018",6,266,211.876052856445
"29/07/2018",7,345,932.457458496094
"29/07/2018",8,456,1086.87744140625
"29/07/2018",9,519,916.942199707031
"29/07/2018",10,473,933.26025390625
"29/07/2018",11,476,956.79248046875
"29/07/2018",12,644,973.8193359375
"29/07/2018",13,622,947.249267578125
"29/07/2018",14,630,980.935607910156
"29/07/2018",15,713,960.979797363281
"29/07/2018",16,760,939.918334960938
"29/07/2018",17,895,1028.17993164062
"29/07/2018",18,1141,1129.83557128906
"29/07/2018",19,1486,1065.31481933594
"29/07/2018",20,1697,958.204833984375
"29/07/2018",21,1638,914.840209960938
"29/07/2018",22,1406,881.440002441406
"29/07/2018",23,1108,860.009521484375
"30/07/2018",0,810,352.468841552734
"30/07/2018",1,575,330.492797851562
"30/07/2018",2,363,307.613861083984
"30/07/2018",3,253,219.459396362305
"30/07/2018",4,209,143.951507568359
"30/07/2018",5,273,150.698867797852
"30/07/2018",6,668,199.186508178711
"30/07/2018",7,1130,924.802551269531
"30/07/2018",8,1646,1081.06958007812
"30/07/2018",9,866,921.808715820312
"30/07/2018",10,609,936.554260253906
"30/07/2018",11,623,956.202880859375
"30/07/2018",12,663,976.105834960938
"30/07/2018",13,688,967.221923828125
"30/07/2018",14,645,972.666809082031
"30/07/2018",15,666,988.100524902344
"30/07/2018",16,845,992.950317382812
"30/07/2018",17,1224,1063.45104980469
"30/07/2018",18,2347,1156.31945800781
"30/07/2018",19,2016,1098.17578125
"30/07/2018",20,1947,966.319946289062
"30/07/2018",21,1875,950.0146484375
"30/07/2018",22,1552,933.75048828125
"30/07/2018",23,1202,912.530090332031
"31/07/2018",0,901,369.443725585938
"31/07/2018",1,695,347.423797607422
"31/07/2018",2,476,320.782104492188
"31/07/2018",3,334,223.893356323242
"31/07/2018",4,244,148.402374267578
"31/07/2018",5,284,152.620498657227
"31/07/2018",6,584,205.953857421875
"31/07/2018",7,1091,938.490783691406
"31/07/2018",8,1665,1071.5400390625
"31/07/2018",9,860,908.404907226562
"31/07/2018",10,582,916.7060546875
"31/07/2018",11,583,925.680725097656
"31/07/2018",12,626,942.667358398438
"31/07/2018",13,623,951.508728027344
"31/07/2018",14,579,948.886962890625
"31/07/2018",15,665,963.200744628906
"31/07/2018",16,763,985.145263671875
"31/07/2018",17,1184,1051.44714355469
"31/07/2018",18,2092,1190.509765625
"31/07/2018",19,1865,1104.83325195312
"31/07/2018",20,1772,976.819396972656
"31/07/2018",21,1719,938.134216308594
"31/07/2018",22,1613,899.59375
"31/07/2018",23,1097,897.256286621094
"01/08/2018",0,875,374.780639648438
"01/08/2018",1,724,355.683685302734
"01/08/2018",2,501,331.092224121094
"01/08/2018",3,362,235.697769165039
"01/08/2018",4,250,151.98747253418
"01/08/2018",5,315,158.154983520508
"01/08/2018",6,622,217.23454284668
"01/08/2018",7,1061,935.514831542969
"01/08/2018",8,1550,1097.36584472656
"01/08/2018",9,853,916.549255371094
"01/08/2018",10,540,950.93408203125
"01/08/2018",11,521,954.463745117188
"01/08/2018",12,569,965.9130859375
"01/08/2018",13,533,971.814880371094
"01/08/2018",14,475,989.938232421875
"01/08/2018",15,531,1001.14392089844
"01/08/2018",16,561,1016.30242919922
"01/08/2018",17,1033,1087.52819824219
"01/08/2018",18,1929,1217.32019042969
"01/08/2018",19,1553,1134.01867675781
"01/08/2018",20,1441,972.492248535156
"01/08/2018",21,1500,938.662780761719
"01/08/2018",22,1367,920.167724609375
"01/08/2018",23,1046,912.070739746094
"02/08/2018",0,850,383.907196044922
"02/08/2018",1,647,359.469146728516
"02/08/2018",2,459,345.505279541016
"02/08/2018",3,295,246.916748046875
"02/08/2018",4,215,149.713790893555
"02/08/2018",5,265,159.250839233398
"02/08/2018",6,578,209.229385375977
"02/08/2018",7,1006,945.51171875
"02/08/2018",8,1579,1094.39514160156
"02/08/2018",9,813,940.804260253906
"02/08/2018",10,549,958.259338378906
"02/08/2018",11,547,974.424255371094
"02/08/2018",12,562,976.957702636719
"02/08/2018",13,550,996.293212890625
"02/08/2018",14,535,986.110900878906
"02/08/2018",15,605,1005.80041503906
"02/08/2018",16,676,997.324096679688
"02/08/2018",17,1066,1083.20007324219
"02/08/2018",18,1881,1212.126953125
"02/08/2018",19,1605,1114.23498535156
"02/08/2018",20,1480,985.155029296875
"02/08/2018",21,1535,948.682800292969
"02/08/2018",22,1375,928.736083984375
"02/08/2018",23,1020,905.421691894531
"03/08/2018",0,763,385.343200683594
"03/08/2018",1,675,366.767150878906
"03/08/2018",2,443,341.837554931641
"03/08/2018",3,327,238.482833862305
"03/08/2018",4,236,163.988754272461
"03/08/2018",5,266,169.499252319336
"03/08/2018",6,544,208.825729370117
"03/08/2018",7,937,952.751098632812
"03/08/2018",8,1471,1099.27697753906
"03/08/2018",9,784,940.880737304688
"03/08/2018",10,530,959.285339355469
"03/08/2018",11,575,958.88427734375
"03/08/2018",12,585,972.497863769531
"03/08/2018",13,585,992.109130859375
"03/08/2018",14,575,973.44775390625
"03/08/2018",15,600,991.872863769531
"03/08/2018",16,763,996.028564453125
"03/08/2018",17,1105,1067.75561523438
"03/08/2018",18,1920,1177.95434570312
"03/08/2018",19,1558,1105.72863769531
"03/08/2018",20,1517,959.539794921875
"03/08/2018",21,1511,919.437316894531
"03/08/2018",22,1421,902.442016601562
"03/08/2018",23,1103,888.176391601562
"04/08/2018",0,953,366.144104003906
"04/08/2018",1,872,346.363403320312
"04/08/2018",2,594,316.107421875
"04/08/2018",3,435,226.253494262695
"04/08/2018",4,304,148.972671508789
"04/08/2018",5,234,153.783355712891
"04/08/2018",6,289,206.458343505859
"04/08/2018",7,405,934.817077636719
"04/08/2018",8,568,1089.05932617188
"04/08/2018",9,598,926.499755859375
"04/08/2018",10,569,944.130004882812
"04/08/2018",11,655,954.300476074219
"04/08/2018",12,640,964.544494628906
"04/08/2018",13,703,977.236145019531
"04/08/2018",14,676,981.408142089844
"04/08/2018",15,690,991.166687011719
"04/08/2018",16,700,994.691528320312
"04/08/2018",17,901,1059.29638671875
"04/08/2018",18,1044,1168.70495605469
"04/08/2018",19,1277,1079.25146484375
"04/08/2018",20,1387,909.233947753906
"04/08/2018",21,1377,874.609252929688
"04/08/2018",22,1337,846.539489746094
"04/08/2018",23,1155,821.049072265625
"05/08/2018",0,983,374.47802734375
"05/08/2018",1,758,340.342102050781
"05/08/2018",2,509,316.435424804688
"05/08/2018",3,401,237.274276733398
"05/08/2018",4,253,153.36328125
"05/08/2018",5,188,162.709808349609
"05/08/2018",6,222,207.103073120117
"05/08/2018",7,223,716.657592773438
"05/08/2018",8,309,790.056396484375
"05/08/2018",9,422,870.723327636719
"05/08/2018",10,461,889.650329589844
"05/08/2018",11,499,949.794860839844
"05/08/2018",12,565,969.422912597656
"05/08/2018",13,600,975.111267089844
"05/08/2018",14,639,977.83056640625
"05/08/2018",15,712,987.102111816406
"05/08/2018",16,818,999.332946777344
"05/08/2018",17,978,1053.13830566406
"05/08/2018",18,1247,1146.26306152344
"05/08/2018",19,1411,1059.13061523438
"05/08/2018",20,1524,898.924865722656
"05/08/2018",21,1465,860.369140625
"05/08/2018",22,1286,845.396728515625
"05/08/2018",23,942,823.216796875
"06/08/2018",0,707,372.341674804688
"06/08/2018",1,455,354.348999023438
"06/08/2018",2,309,334.190704345703
"06/08/2018",3,219,246.6064453125
"06/08/2018",4,162,161.401657104492
"06/08/2018",5,258,163.301239013672
"06/08/2018",6,546,209.842544555664
"06/08/2018",7,699,769.78955078125
"06/08/2018",8,797,938.442077636719
"06/08/2018",9,614,814.274047851562
"06/08/2018",10,533,883.053527832031
"06/08/2018",11,569,937.549926757812
"06/08/2018",12,613,957.490112304688
"06/08/2018",13,666,976.085815429688
"06/08/2018",14,571,973.580261230469
"06/08/2018",15,646,979.931030273438
"06/08/2018",16,752,1003.82611083984
"06/08/2018",17,1063,1063.37438964844
"06/08/2018",18,1956,1228.55139160156
"06/08/2018",19,1548,1121.40466308594
"06/08/2018",20,1537,931.742553710938
"06/08/2018",21,1611,903.377685546875
"06/08/2018",22,1371,880.485046386719
"06/08/2018",23,969,820.036926269531
"07/08/2018",0,842,382.769836425781
"07/08/2018",1,619,345.190307617188
"07/08/2018",2,443,319.918365478516
"07/08/2018",3,278,230.200988769531
"07/08/2018",4,201,147.407333374023
"07/08/2018",5,273,153.675506591797
"07/08/2018",6,634,203.113265991211
"07/08/2018",7,1059,918.135009765625
"07/08/2018",8,1695,1090.50708007812
"07/08/2018",9,961,922.966918945312
"07/08/2018",10,635,941.402160644531
"07/08/2018",11,657,976.438659667969
"07/08/2018",12,770,982.487243652344
"07/08/2018",13,662,994.514953613281
"07/08/2018",14,658,989.364440917969
"07/08/2018",15,698,988.130187988281
"07/08/2018",16,855,980.269836425781
"07/08/2018",17,1232,1055.58056640625
"07/08/2018",18,2274,1188.06652832031
"07/08/2018",19,1898,1090.61242675781
"07/08/2018",20,1836,921.500549316406
"07/08/2018",21,1826,896.48974609375
"07/08/2018",22,1664,870.186950683594
"07/08/2018",23,1136,848.033874511719
"08/08/2018",0,853,375.635589599609
"08/08/2018",1,700,354.430236816406
"08/08/2018",2,489,325.940704345703
"08/08/2018",3,322,248.646667480469
"08/08/2018",4,183,158.343902587891
"08/08/2018",5,260,167.079254150391
"08/08/2018",6,614,208.907943725586
"08/08/2018",7,1079,806.076354980469
"08/08/2018",8,1693,989.058166503906
"08/08/2018",9,920,892.926330566406
"08/08/2018",10,657,928.054626464844
"08/08/2018",11,624,965.909423828125
"08/08/2018",12,629,965.53564453125
"08/08/2018",13,673,982.637023925781
"08/08/2018",14,670,993.1591796875
"08/08/2018",15,687,986.124816894531
"08/08/2018",16,839,961.707702636719
"08/08/2018",17,1266,1014.39501953125
"08/08/2018",18,2326,1173.0380859375
"08/08/2018",19,1983,1085.51611328125
"08/08/2018",20,1822,919.093994140625
"08/08/2018",21,1783,875.233459472656
"08/08/2018",22,1628,874.649353027344
"08/08/2018",23,1180,844.687561035156
"09/08/2018",0,929,379.152221679688
"09/08/2018",1,733,351.966644287109
"09/08/2018",2,466,333.354309082031
"09/08/2018",3,334,245.321685791016
"09/08/2018",4,189,161.963485717773
"09/08/2018",5,292,167.481964111328
"09/08/2018",6,619,211.981155395508
"09/08/2018",7,1088,793.219848632812
"09/08/2018",8,1731,1065.81506347656
"09/08/2018",9,977,917.563659667969
"09/08/2018",10,649,936.30126953125
"09/08/2018",11,659,963.721923828125
"09/08/2018",12,484,962.618774414062
"09/08/2018",13,628,922.113952636719
"09/08/2018",14,561,940.083129882812
"09/08/2018",15,644,955.236206054688
"09/08/2018",16,559,950.782165527344
"09/08/2018",17,740,918.216186523438
"09/08/2018",18,1850,1004.51452636719
"09/08/2018",19,1698,971.521606445312
"09/08/2018",20,1591,873.066040039062
"09/08/2018",21,1654,832.244018554688
"09/08/2018",22,1494,812.175109863281
"09/08/2018",23,1075,804.057678222656
"10/08/2018",0,903,377.425079345703
"10/08/2018",1,708,353.229827880859
"10/08/2018",2,484,326.112487792969
"10/08/2018",3,346,241.548004150391
"10/08/2018",4,214,155.303741455078
"10/08/2018",5,283,163.708374023438
"10/08/2018",6,645,206.550933837891
"10/08/2018",7,1027,839.998046875
"10/08/2018",8,1728,1081.23742675781
"10/08/2018",9,892,911.963500976562
"10/08/2018",10,683,931.336669921875
"10/08/2018",11,697,962.64501953125
"10/08/2018",12,721,965.10986328125
"10/08/2018",13,696,947.433288574219
"10/08/2018",14,658,983.706848144531
"10/08/2018",15,725,995.526733398438
"10/08/2018",16,853,979.395202636719
"10/08/2018",17,1293,1044.02307128906
"10/08/2018",18,2289,1177.91784667969
"10/08/2018",19,1903,1126.74853515625
"10/08/2018",20,1702,950.292419433594
"10/08/2018",21,1641,938.524597167969
"10/08/2018",22,1544,920.903381347656
"10/08/2018",23,1198,897.535583496094
"11/08/2018",0,1022,364.884613037109
"11/08/2018",1,881,347.435607910156
"11/08/2018",2,691,321.86376953125
"11/08/2018",3,441,232.214309692383
"11/08/2018",4,266,147.597122192383
"11/08/2018",5,263,153.492782592773
"11/08/2018",6,355,202.005401611328
"11/08/2018",7,425,871.124633789062
"11/08/2018",8,647,1077.30529785156
"11/08/2018",9,672,915.733520507812
"11/08/2018",10,643,934.195190429688
"11/08/2018",11,766,956.089599609375
"11/08/2018",12,759,969.220825195312
"11/08/2018",13,830,966.804565429688
"11/08/2018",14,733,960.818664550781
"11/08/2018",15,694,966.399658203125
"11/08/2018",16,826,969.640258789062
"11/08/2018",17,1006,1020.68109130859
"11/08/2018",18,1274,1138.37658691406
"11/08/2018",19,1482,1117.92517089844
"11/08/2018",20,1469,947.206481933594
"11/08/2018",21,1437,927.800598144531
"11/08/2018",22,1351,911.035888671875
"11/08/2018",23,1076,898.932006835938
"12/08/2018",0,997,357.9375
"12/08/2018",1,703,337.935180664062
"12/08/2018",2,554,315.680938720703
"12/08/2018",3,387,226.173736572266
"12/08/2018",4,260,148.058990478516
"12/08/2018",5,196,153.436126708984
"12/08/2018",6,261,203.473876953125
"12/08/2018",7,316,901.12060546875
"12/08/2018",8,520,1077.23974609375
"12/08/2018",9,568,914.735595703125
"12/08/2018",10,483,932.60888671875
"12/08/2018",11,526,955.147705078125
"12/08/2018",12,670,947.831176757812
"12/08/2018",13,704,977.044799804688
"12/08/2018",14,697,979.741088867188
"12/08/2018",15,820,998.017578125
"12/08/2018",16,959,995.959411621094
"12/08/2018",17,1156,1059.56701660156
"12/08/2018",18,1225,1259.66223144531
"12/08/2018",19,1117,1062.00512695312
