Date,Rented.Bike.Count,Hour,Temperature,Humidity,Wind.speed,Visibility,Dew.point.temperature,Solar.Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning.Day,RF,XGBoost,Cubist
09/05/2018,2405,19,18.8,47,2.8,1988,7.2,0.4,0,0,1,1,1,556.0022387,657.3303223,811.9225464
09/05/2018,1979,20,17.3,53,1.9,2000,7.6,0.01,0,0,1,1,1,508.2359815,605.0811768,686.5050659
09/05/2018,1940,21,16.4,56,0.8,2000,7.5,0,0,0,1,1,1,400.375195,662.5598145,659.2473755
09/05/2018,1602,22,15.9,60,2.6,2000,8.1,0,0,0,1,1,1,403.5071034,566.6262817,617.7937012
09/05/2018,1073,23,15.2,62,1.4,2000,7.9,0,0,0,1,1,1,380.5753288,600.4247437,587.1409302
10/05/2018,0,0,14.5,63,0.9,2000,7.5,0,0,0,1,1,0,242.1959542,363.5315857,286.256897
10/05/2018,0,1,13.9,66,1,1960,7.6,0,0,0,1,1,0,247.897424,349.0132141,259.8862915
10/05/2018,0,2,13.1,73,1.9,1895,8.3,0,0,0,1,1,0,256.2236525,353.0490112,236.583786
10/05/2018,0,3,12.9,74,1.7,1698,8.3,0,0,0,1,1,0,246.7133969,283.7072144,173.2243958
10/05/2018,0,4,12,79,0.6,1351,8.4,0,0,0,1,1,0,230.3991332,263.3326111,113.7387848
10/05/2018,0,5,11.5,80,0.9,974,8.1,0,0,0,1,1,0,233.2209454,242.7704468,115.1505432
10/05/2018,0,6,11.4,80,1,885,8,0.02,0,0,1,1,0,307.1497012,274.4161987,146.7760315
10/05/2018,0,7,12.1,71,1.6,876,6.9,0.34,0,0,1,1,0,452.1013407,439.8166199,674.8866577
10/05/2018,0,8,13.5,63,2.2,1211,6.5,1.01,0,0,1,1,0,472.9876054,712.6604614,858.8288574
10/05/2018,0,9,15.5,55,1.7,1318,6.4,1.76,0,0,1,1,0,405.9159288,489.5350037,592.5810547
10/05/2018,0,10,17.3,52,2.3,1235,7.3,2.38,0,0,1,1,0,405.1514964,363.6189575,616.9434814
10/05/2018,0,11,18.3,51,3.1,1015,7.9,2.84,0,0,1,1,0,406.957269,335.6925354,628.3850708
10/05/2018,0,12,19.8,49,2.3,1320,8.7,3.17,0,0,1,1,0,443.4427652,472.391449,674.5070801
10/05/2018,0,13,20.7,46,2.9,1078,8.6,3.26,0,0,1,1,0,448.6400841,452.1029358,664.3467407
10/05/2018,0,14,21.2,47,3.7,1142,9.4,3.22,0,0,1,1,0,446.9494591,446.1770325,687.6367188
10/05/2018,0,15,20.4,51,4,946,9.9,2.87,0,0,1,1,0,457.7784856,431.6136169,690.315979
10/05/2018,0,16,19.6,54,3.9,1154,10,2.41,0,0,1,1,0,451.7085312,480.5535583,704.3985596
10/05/2018,0,17,19.2,54,3.4,1075,9.6,1.83,0,0,1,1,0,476.2214456,506.7083435,744.9472046
10/05/2018,0,18,18,61,3.5,790,10.3,1.05,0,0,1,1,0,530.6216857,704.5768433,879.3389893
10/05/2018,0,19,15.5,74,3.6,675,10.8,0.35,0,0,1,1,0,525.6251294,489.8284302,715.6148071
10/05/2018,0,20,13.6,82,2.1,520,10.5,0.02,0,0,1,1,0,464.457356,538.9117432,527.1835938
10/05/2018,0,21,12.6,85,2.4,460,10.1,0,0,0,1,1,0,394.1117796,515.1279907,470.0720825
10/05/2018,0,22,12.3,85,2.3,452,9.8,0,0,0,1,1,0,395.2655371,526.8065186,450.7348938
10/05/2018,0,23,12.4,85,1.1,369,9.9,0,0,0,1,1,0,375.7161123,591.6727295,455.6066589
11/05/2018,724,0,12.5,84,1.5,334,9.8,0,0,0,1,1,1,281.4741699,353.1617432,305.0558472
11/05/2018,565,1,12.4,84,1.8,287,9.7,0,0,0,1,1,1,276.343336,337.0427246,309.6218262
11/05/2018,378,2,12.1,85,1.4,321,9.6,0,0,0,1,1,1,268.5945819,311.5648804,225.1742706
11/05/2018,252,3,12,86,0.9,297,9.7,0,0,0,1,1,1,244.7821248,246.2301483,106.9114227
11/05/2018,154,4,11.9,85,0.7,315,9.4,0,0,0,1,1,1,226.3682625,216.2458801,73.2035141
11/05/2018,223,5,11.9,84,1.5,358,9.2,0,0,0,1,1,1,228.272186,220.0364685,78.70844269
11/05/2018,486,6,12,83,0.4,321,9.1,0.01,0,0,1,1,1,280.3865139,242.1786194,70.81797791
11/05/2018,1156,7,12.4,82,1,314,9.4,0.1,0,0,1,1,1,386.6852735,304.8014221,416.8669739
11/05/2018,1881,8,13.1,78,1.2,330,9.3,0.41,0,0,1,1,1,430.6023077,462.1439209,842.7553711
11/05/2018,850,9,14.3,72,0.7,342,9.3,0.84,0,0,1,1,1,419.145732,405.202301,578.8782959
11/05/2018,816,10,16.4,64,2.4,423,9.5,2.05,0,0,1,1,1,401.7204371,378.8829041,605.6228638
11/05/2018,972,11,18.3,56,1.4,519,9.3,2.53,0,0,1,1,1,392.4726916,435.5391541,631.8200684
11/05/2018,1161,12,20,47,1.4,685,8.3,3.08,0,0,1,1,1,427.9812925,378.9704285,637.9169922
11/05/2018,1177,13,20.8,45,2.8,688,8.4,3.17,0,0,1,1,1,440.3775925,410.5658264,641.1985474
11/05/2018,1174,14,21,47,2.2,606,9.2,2.52,0,0,1,1,1,440.4032253,423.1736755,664.3394165
11/05/2018,1295,15,19.9,47,3.3,484,8.2,1.83,0,0,1,1,1,457.9025406,397.3413086,628.0043945
11/05/2018,1496,16,19.1,54,3.2,542,9.5,0.94,0,0,1,1,1,437.0010837,447.9904785,670.239624
11/05/2018,1863,17,18.9,45,2.6,1084,6.6,0.8,0,0,1,1,1,498.7542915,573.2555542,703.2171631
11/05/2018,2701,18,17.9,37,3.1,1819,2.9,0.36,0,0,1,1,1,556.5155408,706.8117676,789.2151489
11/05/2018,1999,19,17.1,51,2.5,1223,6.8,0.06,0,0,1,1,1,561.6408907,618.4540405,800.6901245
11/05/2018,941,20,16.7,52,0.9,1328,6.7,0,0,0,1,1,1,412.2072917,620.9190674,671.81427
11/05/2018,1644,21,16.4,52,1.5,1273,6.5,0,0,0,1,1,1,411.1947905,601.0303345,647.5579224
11/05/2018,1556,22,16.2,54,1.1,1327,6.8,0,0,0,1,1,1,410.2934251,619.8340454,632.2855225
11/05/2018,1185,23,16.2,50,1.6,1327,5.7,0,0,0,1,1,1,397.2887554,561.4518433,610.8760376
12/05/2018,862,0,16.1,54,1.3,1052,6.7,0,0,0,1,1,1,276.7062375,287.4112549,281.9008179
12/05/2018,669,1,15.9,51,1.8,866,5.7,0,0,0,1,1,1,266.3454971,295.2050171,250.0827789
12/05/2018,416,2,15.5,62,1,730,8.2,0,0,0,1,1,1,262.0456308,319.5432434,240.1299286
12/05/2018,358,3,15.2,63,0.5,700,8.1,0,0,0,1,1,1,231.698411,245.0995483,171.6886749
12/05/2018,207,4,15,61,0.8,867,7.5,0,0,0,1,1,1,209.9140562,204.9152069,105.0870514
12/05/2018,70,5,15,61,1.2,903,7.5,0,0,0,1,1,1,209.0895703,205.7114258,110.8230438
12/05/2018,37,6,14.4,71,1.3,560,9.2,0,0.4,0,1,1,1,209.473841,255.8974457,137.5330963
12/05/2018,43,7,13.3,81,1.5,525,10.1,0.04,0.1,0,1,1,1,397.7025125,455.3482666,494.3731079
12/05/2018,20,8,12,87,1,296,9.8,0.1,1,0,1,1,1,329.8336281,472.7432861,547.5756836
12/05/2018,16,9,11.8,95,1,168,11,0.14,3,0,1,1,1,234.5585632,344.4611206,344.7770691
12/05/2018,6,10,11.8,96,1.3,221,11.1,0.12,2.5,0,1,1,1,268.5397565,279.6227112,341.0164795
12/05/2018,18,11,12,96,1,184,11.3,0.14,3.5,0,1,1,1,248.6137148,306.9241943,342.5815735
12/05/2018,11,12,12.3,97,0.8,238,11.8,0.14,2,0,1,1,1,264.832595,301.224884,360.7019653
12/05/2018,19,13,12.6,97,0.6,327,12.1,0.14,3,0,1,1,1,275.5427947,358.410553,381.8679504
12/05/2018,22,14,13,97,0.8,211,12.5,0.15,2,0,1,1,1,276.8445742,302.8241882,378.7441711
12/05/2018,17,15,13.3,97,0.8,194,12.8,0.12,3,0,1,1,1,273.4329857,323.1203918,383.5918579
12/05/2018,34,16,13.8,97,0.7,196,13.3,0.12,1.5,0,1,1,1,284.4920351,297.1017456,414.2312622
12/05/2018,24,17,14.3,98,0.7,270,13.9,0.08,1.5,0,1,1,1,315.633753,360.5722351,455.4307556
12/05/2018,22,18,15.4,97,1.9,340,14.9,0.03,2,0,1,1,1,331.8034015,364.5293274,542.0764771
12/05/2018,29,19,15.5,97,0.7,403,15,0,2,0,1,1,1,258.5484114,367.1622314,509.6031494
12/05/2018,29,20,15.7,97,0.3,343,15.2,0,1,0,1,1,1,250.2219159,288.6772461,497.2260437
12/05/2018,25,21,15.8,97,0.6,193,15.3,0,0.5,0,1,1,1,246.8272545,292.5349731,477.6914978
12/05/2018,30,22,15.8,98,0.4,179,15.4,0,1.5,0,1,1,1,238.5290174,262.2369995,456.1083374
12/05/2018,50,23,15.8,98,1.6,235,15.4,0,1,0,1,1,1,257.307398,341.6609802,443.5480957
13/05/2018,145,0,15.5,97,1.5,181,15,0,0.5,0,1,1,1,215.7214077,328.4373779,272.0226135
13/05/2018,178,1,15.1,97,1.7,173,14.6,0,0.2,0,1,1,1,213.4899032,320.5374756,255.6023407
13/05/2018,189,2,14.5,97,2.9,359,14,0,0.1,0,1,1,1,224.352347,260.9300232,225.5922241
13/05/2018,141,3,14.2,98,1.5,135,13.8,0,0.2,0,1,1,1,153.8859964,203.9846344,170.7623596
13/05/2018,83,4,13.8,98,2.9,27,13.4,0,0,0,1,1,1,162.3008787,130.9616241,102.7971649
13/05/2018,72,5,13.5,98,0.8,105,13.1,0,0,0,1,1,1,158.1603229,176.6235046,112.7018127
13/05/2018,139,6,13.5,98,0.4,251,13.1,0.01,0,0,1,1,1,258.6851467,218.9369507,140.7575073
13/05/2018,220,7,13.7,98,1.6,468,13.3,0.1,0,0,1,1,1,365.839576,381.805542,408.7901917
13/05/2018,397,8,14.1,98,1.3,834,13.7,0.26,0,0,1,1,1,372.3970988,527.4365234,605.866333
13/05/2018,579,9,14.8,95,1,986,14,0.53,0,0,1,1,1,352.0768877,317.1318665,525.8552246
13/05/2018,716,10,15.2,88,2.2,1090,13.2,0.55,0,0,1,1,1,385.0630857,355.6793823,571.1471558
13/05/2018,993,11,16.4,78,1.6,1209,12.5,1.37,0,0,1,1,1,438.3364674,485.9417725,674.8152466
13/05/2018,1434,12,18.3,65,1.2,1489,11.5,2.4,0,0,1,1,1,442.2734789,511.5631409,712.729187
13/05/2018,1839,13,19.1,65,1.9,1145,12.3,2.26,0,0,1,1,1,441.879471,483.1063843,716.125
13/05/2018,2055,14,19.7,64,2.9,929,12.6,1.99,0,0,1,1,1,432.2971356,466.1950684,717.6154175
13/05/2018,2329,15,19.7,63,2.5,941,12.4,2.01,0,0,1,1,1,452.509283,478.6354675,723.0073242
13/05/2018,2379,16,19.5,65,2.9,857,12.7,1.97,0,0,1,1,1,457.8197336,507.5322571,720.3662109
13/05/2018,2410,17,19.4,63,2.6,1099,12.1,1.61,0,0,1,1,1,486.9096113,516.3331299,767.8288574
13/05/2018,2338,18,19,66,1.3,1111,12.4,0.95,0,0,1,1,1,531.8868923,744.9926147,891.9802246
13/05/2018,2023,19,17.6,73,2,886,12.6,0.34,0,0,1,1,1,539.5411208,581.2597046,784.5981445
13/05/2018,1714,20,15.6,81,2.3,827,12.3,0.02,0,0,1,1,1,464.8685265,478.1340027,580.0767822
13/05/2018,1571,21,14.1,86,0.9,535,11.7,0,0,0,1,1,1,396.309731,575.2063599,585.5145264
13/05/2018,1155,22,13.5,87,2.2,433,11.3,0,0,0,1,1,1,389.9615941,537.5932007,550.5125732
13/05/2018,814,23,13,89,1.3,326,11.2,0,0,0,1,1,1,345.7839745,476.4094543,575.2335815
14/05/2018,581,0,12.7,89,1.2,340,10.9,0,0,0,1,1,1,273.8090319,362.1588745,287.6674805
14/05/2018,377,1,12.4,94,1.3,307,11.4,0,0,0,1,1,1,258.2559128,329.5346375,266.6660767
14/05/2018,241,2,12.1,94,1.6,191,11.1,0,0,0,1,1,1,241.6742284,266.7523804,228.3708191
14/05/2018,167,3,11.9,95,1.5,180,11.1,0,0,0,1,1,1,205.0414157,210.4750366,167.41185
14/05/2018,121,4,11.9,94,1.3,210,10.9,0,0,0,1,1,1,203.3510554,172.1462097,60.67345047
14/05/2018,199,5,11.9,93,0.8,241,10.7,0,0,0,1,1,1,210.0319282,177.3829956,58.59828949
14/05/2018,552,6,12.1,89,0.3,252,10.3,0.02,0,0,1,1,1,248.6304391,240.3961182,78.18299103
14/05/2018,1251,7,12.6,85,0.4,292,10.1,0.23,0,0,1,1,1,376.2394402,263.1717834,461.6966248
14/05/2018,1997,8,13.8,79,0.9,313,10.2,0.44,0,0,1,1,1,423.6980525,456.3920593,782.4714966
14/05/2018,1106,9,15.1,74,0.6,437,10.4,0.76,0,0,1,1,1,438.6373558,520.0143433,604.8860474
14/05/2018,779,10,16.6,67,0.9,479,10.4,1.23,0,0,1,1,1,401.9840427,438.6491089,635.3718872
14/05/2018,946,11,18.5,65,1.4,463,11.7,2.07,0,0,1,1,1,408.7212086,461.1718445,671.550415
14/05/2018,1095,12,20,62,1.8,428,12.4,2.38,0,0,1,1,1,415.8557236,450.0552673,696.4073486
14/05/2018,1051,13,21.8,59,1.9,404,13.4,2.74,0,0,1,1,1,428.9020835,445.21698,712.0899658
14/05/2018,1124,14,23.1,56,1.6,391,13.8,2.67,0,0,1,1,1,433.6765627,482.8023071,733.2965698
14/05/2018,1171,15,24,59,1.6,353,15.4,2.24,0,0,1,1,1,437.4157283,468.6565247,761.69104
14/05/2018,1433,16,24.3,54,2.6,346,14.3,1.81,0,0,1,1,1,431.3596561,397.7666931,757.4470215
14/05/2018,1891,17,24.4,51,1.9,466,13.5,1.42,0,0,1,1,1,462.9216422,502.3929749,815.5718384
14/05/2018,2906,18,23.6,48,3.1,666,11.9,0.85,0,0,1,1,1,538.464469,687.5845337,974.5946045
14/05/2018,2236,19,22.7,56,1.8,598,13.4,0.31,0,0,1,1,1,516.019012,618.4527588,954.4117432
14/05/2018,1965,20,21.4,64,2.1,411,14.3,0.02,0,0,1,1,1,494.8363003,596.8310547,742.6497803
14/05/2018,1885,21,20.5,67,1.4,357,14.1,0,0,0,1,1,1,372.7024616,538.2449341,700.201416
14/05/2018,1648,22,19.6,71,0.6,325,14.1,0,0,0,1,1,1,373.4025885,454.6557007,668.7745361
14/05/2018,1071,23,18.8,73,0.8,291,13.8,0,0,0,1,1,1,351.8093121,421.7123413,630.022522
15/05/2018,764,0,18.1,77,0.5,287,13.9,0,0,0,1,1,1,290.329942,322.9902039,318.5953979
15/05/2018,563,1,17.5,78,0.6,277,13.6,0,0,0,1,1,1,285.6487669,334.3030396,292.1822815
15/05/2018,372,2,17.1,74,0.4,350,12.4,0,0,0,1,1,1,279.5641035,286.2272034,267.5478516
15/05/2018,241,3,16.6,74,0.4,402,11.9,0,0,0,1,1,1,255.0342323,262.4281311,192.5816193
15/05/2018,170,4,16.1,74,0.8,440,11.4,0,0,0,1,1,1,246.8426098,260.934082,117.8944931
15/05/2018,182,5,15.7,76,0.6,330,11.4,0,0,0,1,1,1,239.0109029,204.3259125,122.4593658
15/05/2018,562,6,15.4,84,0.8,235,12.7,0.03,0,0,1,1,1,271.812912,230.84758,47.05580139
15/05/2018,1239,7,16.2,79,1.2,239,12.5,0.36,0,0,1,1,1,391.6349545,289.0090637,692.2678223
15/05/2018,2059,8,18.4,68,1.1,254,12.3,0.88,0,0,1,1,1,446.3898533,632.7034302,915.6784058
15/05/2018,1148,9,20.8,53,0.8,381,10.8,1.58,0,0,1,1,1,380.4734242,388.8339539,659.6286621
15/05/2018,832,10,22.7,37,0.9,879,7.2,2.18,0,0,1,1,1,413.4013652,378.8982544,641.5130005
15/05/2018,944,11,24.8,36,1.8,973,8.7,2.7,0,0,1,1,1,435.6219745,396.9519348,687.5339966
15/05/2018,1058,12,26.3,36,1.1,1133,10,2.88,0,0,1,1,1,452.8026244,450.9616394,730.8327026
15/05/2018,1080,13,27.8,34,1.5,1306,10.4,3.14,0,0,1,1,1,473.0573698,498.1020203,755.7863159
15/05/2018,1092,14,28.5,33,0.9,1348,10.6,2.51,0,0,1,1,1,474.316289,549.4754028,777.9592285
15/05/2018,1210,15,29.1,38,1.7,1602,13.3,1.89,0,0,1,1,1,483.2852955,576.0753784,832.5723877
15/05/2018,1458,16,28.8,37,2.4,1629,12.6,1.44,0,0,1,1,1,480.6095877,606.2755127,835.324585
15/05/2018,1951,17,28.5,43,1.7,1404,14.6,1.06,0,0,1,1,1,500.5729939,653.7357178,909.6234131
15/05/2018,2915,18,27.5,47,2.5,1113,15.1,0.43,0,0,1,1,1,560.6139575,739.6967163,1030.758301
15/05/2018,2248,19,26.9,49,0.9,1063,15.2,0.1,0,0,1,1,1,546.0247904,611.3668823,1023.555054
15/05/2018,1958,20,26.3,53,1,908,15.9,0,0,0,1,1,1,402.2299556,546.890625,858.0930176
15/05/2018,1944,21,25.6,56,0.7,884,16.1,0,0,0,1,1,1,391.8419602,568.7103271,838.1654663
15/05/2018,1640,22,25,59,0.6,742,16.4,0,0,0,1,1,1,395.8513826,537.8112793,816.602478
15/05/2018,848,23,24.8,60,1,795,16.5,0,0,0,1,1,1,370.8958224,498.8769836,798.0847168
16/05/2018,662,0,24.4,63,0.8,745,16.8,0,0,0,1,1,1,281.5898636,352.7634888,339.0378418
16/05/2018,502,1,24.1,67,0.5,686,17.5,0,0,0,1,1,1,271.149222,336.8711548,318.944519
16/05/2018,145,2,23.9,69,0.3,531,17.8,0,0.2,0,1,1,1,237.873587,317.8036804,287.6832886
16/05/2018,166,3,22.6,89,0.7,327,20.6,0,0.8,0,1,1,1,206.042856,243.1780853,215.8956757
16/05/2018,124,4,22.3,86,0.5,387,19.8,0,0,0,1,1,1,231.6921975,233.5518951,137.8432312
16/05/2018,52,5,22.3,87,0.6,399,20,0,0,0,1,1,1,233.3288689,243.3057861,145.7490387
16/05/2018,135,6,22.1,94,0.9,269,21,0,2,0,1,1,1,185.9662555,202.4146118,162.9328308
16/05/2018,367,7,22,95,0.7,342,21.1,0,0,0,1,1,1,275.8422662,276.7337952,542.9734497
16/05/2018,291,8,22.4,93,1.2,683,21.2,0.04,0,0,1,1,1,359.3779389,468.9744263,669.8054199
16/05/2018,97,9,22.8,93,3.1,569,21.6,0.06,4,0,1,1,1,261.7123996,203.2070618,597.6334839
16/05/2018,81,10,22.8,95,1.7,176,21.9,0.05,1,0,1,1,1,256.9812279,270.1261597,596.8879395
16/05/2018,243,11,22.7,93,4.8,832,21.5,0.17,0,0,1,1,1,299.4429696,173.9557648,623.0942993
16/05/2018,59,12,22.9,87,4,1497,20.6,0.22,0,0,1,1,1,376.7935906,440.0835266,703.4372559
16/05/2018,151,13,21.8,97,2.4,682,21.2,0.06,35,0,1,1,1,274.8772216,216.8352814,519.1239624
16/05/2018,248,14,22,96,2.9,1327,21.3,0.39,0,0,1,1,1,373.086364,346.4634094,702.1155396
16/05/2018,240,15,22,96,2.9,313,21.3,0.2,0,0,1,1,1,346.2871568,266.1817017,616.6325684
16/05/2018,223,16,21.8,97,1.8,206,21.2,0.18,0,0,1,1,1,337.9047241,298.3500366,606.6226196
16/05/2018,304,17,21.9,97,3.2,207,21.3,0.14,0.5,0,1,1,1,309.6659362,249.6201935,635.5354004
16/05/2018,562,18,21.9,97,2.1,191,21.3,0.08,0,0,1,1,1,369.9931041,300.5912476,699.8346558
16/05/2018,404,19,21.9,97,2.2,196,21.3,0.01,0,0,1,1,1,371.3259552,269.6750183,633.8168945
16/05/2018,338,20,21.8,97,2.2,156,21.2,0,0.5,0,1,1,1,199.891416,282.2991028,606.9343262
16/05/2018,398,21,21.8,97,1.3,160,21.2,0,0.5,0,1,1,1,203.9871192,286.0208435,605.0127563
16/05/2018,399,22,21.9,97,1.5,164,21.3,0,0,0,1,1,1,236.1619278,323.1044006,597.0626831
16/05/2018,225,23,22,97,0.9,158,21.4,0,0,0,1,1,1,238.9125388,326.4760437,593.9066162
17/05/2018,118,0,22,97,1.6,152,21.4,0,0.5,0,1,1,1,183.8726447,319.0852661,309.7080994
17/05/2018,144,1,22,97,2.1,192,21.4,0,0.5,0,1,1,1,220.7555282,314.3657837,285.612915
17/05/2018,78,2,21.8,97,1.3,175,21.2,0,1,0,1,1,1,208.186874,270.6140747,267.8447876
17/05/2018,38,3,21.8,98,0.6,113,21.4,0,2.5,0,1,1,1,161.2468307,224.1187134,209.4165955
17/05/2018,51,4,19.2,98,2.4,1965,18.8,0,19,0,1,1,1,192.3842995,155.8443298,109.6784286
17/05/2018,54,5,18.8,97,0.9,1927,18.3,0,0,0,1,1,1,218.6336474,243.0165253,142.6959381
17/05/2018,69,6,18.9,98,0.3,338,18.5,0,0,0,1,1,1,216.6275659,202.6668701,165.5817719
17/05/2018,80,7,19.1,98,0.3,125,18.7,0,0,0,1,1,1,193.5222575,199.6018677,459.1044006
17/05/2018,152,8,19.7,98,0.5,1958,19.3,0.12,13.5,0,1,1,1,338.8318977,548.8173828,668.9581909
17/05/2018,28,9,19.7,98,0.5,659,19.3,0.05,10,0,1,1,1,280.5513262,329.0310059,506.3209229
17/05/2018,141,10,20.1,98,1.2,885,19.7,0.13,2,0,1,1,1,296.0800094,304.5024719,545.9962158
17/05/2018,182,11,20.4,98,0.9,300,20,0.25,2.5,0,1,1,1,272.1159284,297.5320129,563.2214966
17/05/2018,467,12,21.7,96,0.8,1773,21,0.81,1.5,0,1,1,1,338.6354946,365.6647949,711.3540649
17/05/2018,592,13,23.4,83,1.7,1944,20.3,1.5,0,0,1,1,1,479.8205404,599.7926025,830.9788818
17/05/2018,352,14,23.4,81,0.6,1921,19.9,0.5,0,0,1,1,1,462.751543,620.8737793,854.6643677
17/05/2018,186,15,22.8,95,1.6,294,21.9,0.11,0.5,0,1,1,1,299.1967009,341.8724976,636.0928955
17/05/2018,102,16,22.9,95,0.4,385,22,0.31,0,0,1,1,1,365.3908366,362.6802063,668.9354248
17/05/2018,131,17,22.7,96,0.4,249,22,0.11,2.5,0,1,1,1,300.7169127,309.249054,664.8303223
17/05/2018,431,18,22.6,97,1.1,304,22,0.07,1.5,0,1,1,1,338.9672315,389.9827271,735.3869629
17/05/2018,29,19,22.3,96,2.6,191,21.6,0,0,0,1,1,1,293.7627835,199.3011932,645.213562
17/05/2018,17,20,21.3,97,2.8,388,20.7,0,12.5,0,1,1,1,226.3938278,233.4357452,577.9208984
17/05/2018,18,21,20.5,97,1.1,726,20,0,4,0,1,1,1,238.2706209,341.8712463,578.6046753
17/05/2018,26,22,20.2,98,0.5,468,19.8,0,6,0,1,1,1,238.4168004,356.7687988,559.1436768
17/05/2018,35,23,20,98,1.8,589,19.6,0,2.5,0,1,1,1,243.3085988,367.1478577,535.6585083
18/05/2018,129,0,19.3,97,1.8,523,18.8,0,1,0,1,1,1,224.9623582,357.4301147,293.513916
18/05/2018,116,1,19,97,1.5,278,18.5,0,1,0,1,1,1,219.0800725,346.0597229,272.1261597
18/05/2018,48,2,18.8,98,1.5,237,18.4,0,0.5,0,1,1,1,216.8716954,282.0653687,249.1156311
18/05/2018,47,3,18.3,98,1.6,320,17.9,0,2,0,1,1,1,199.1837922,245.3501129,188.0819092
18/05/2018,22,4,18.1,98,1.7,223,17.7,0,1,0,1,1,1,186.0867168,177.6387634,113.6368866
18/05/2018,29,5,17.8,98,1,457,17.4,0,0.5,0,1,1,1,201.915219,252.0241394,123.5959854
18/05/2018,77,6,17.4,98,0.3,234,17,0,0,0,1,1,1,208.4628524,182.6666107,157.886734
18/05/2018,210,7,16.6,98,0.6,219,16.2,0.01,0.5,0,1,1,1,297.0867554,286.9074707,424.0536499
18/05/2018,400,8,16.4,98,0.3,514,16,0.11,0,0,1,1,1,352.0507664,490.3946838,577.3686523
18/05/2018,427,9,16.6,98,0.6,301,16.2,0.18,0.5,0,1,1,1,287.9394961,310.835022,472.276947
18/05/2018,454,10,16.3,97,1,693,15.8,0.37,0,0,1,1,1,343.1191488,309.2978821,540.0519409
18/05/2018,352,11,16.6,96,0.7,539,15.9,0.41,0,0,1,1,1,330.4584588,306.0921326,556.7297363
18/05/2018,185,12,16.6,96,0.8,430,15.9,0.34,0,0,1,1,1,346.8512002,359.9281616,564.4945068
18/05/2018,509,13,16.7,93,1,1373,15.5,0.72,0.5,0,1,1,1,346.4977775,407.0125122,607.1635742
18/05/2018,697,14,16.7,88,1.5,1760,14.6,0.72,0,0,1,1,1,437.8407074,522.7513428,654.4734497
18/05/2018,906,15,16.7,85,1.2,2000,14.1,0.49,0,0,1,1,1,470.052575,711.8088379,716.3991089
18/05/2018,1182,16,17,82,1.9,2000,13.8,0.84,0,0,1,1,1,477.8665877,736.2655029,736.6271362
18/05/2018,1551,17,17.2,81,1.2,2000,13.9,0.57,0,0,1,1,1,490.3042365,729.8427734,768.3227539
18/05/2018,2261,18,17.5,79,1.5,2000,13.8,0.57,0,0,1,1,1,530.1672374,729.567688,843.8290405
18/05/2018,1751,19,17,76,1.5,2000,12.7,0.29,0,0,1,1,1,537.949283,692.6069946,786.4838867
18/05/2018,1386,20,16.2,76,2.1,2000,11.9,0.02,0,0,1,1,1,480.3644221,595.0285034,627.0188599
18/05/2018,1263,21,15.3,73,2.3,2000,10.4,0,0,0,1,1,1,407.6791538,582.7891846,593.6459961
18/05/2018,1221,22,14.2,73,1.9,2000,9.4,0,0,0,1,1,1,398.507177,622.869873,558.1231079
18/05/2018,864,23,13.2,68,1.8,2000,7.4,0,0,0,1,1,1,365.4834636,568.7553101,528.2631836
19/05/2018,689,0,12.2,67,1.2,2000,6.2,0,0,0,1,1,1,248.6320333,415.3494568,272.4472961
19/05/2018,676,1,11.4,74,1.3,2000,6.9,0,0,0,1,1,1,268.5839004,451.9948425,254.8782043
19/05/2018,526,2,11.1,74,1.9,2000,6.6,0,0,0,1,1,1,255.2509128,409.4964905,225.609375
19/05/2018,320,3,10.7,73,1.3,2000,6,0,0,0,1,1,1,239.0025547,382.7097778,167.1098633
19/05/2018,213,4,10.5,73,1.2,2000,5.8,0,0,0,1,1,1,228.6453975,341.1924133,110.817131
19/05/2018,198,5,10.4,71,1.1,2000,5.3,0,0,0,1,1,1,213.3753774,315.9689331,105.8219223
19/05/2018,234,6,10.5,70,1,2000,5.2,0.03,0,0,1,1,1,326.2356218,355.2795715,145.3448334
19/05/2018,436,7,11.4,0,1.4,2000,4.5,0.46,0,0,1,1,1,470.3707001,364.6807251,946.5108032
19/05/2018,766,8,13.7,57,1.4,2000,5.3,1.28,0,0,1,1,1,493.0306762,788.1260986,868.2780762
19/05/2018,932,9,15.7,49,1.6,2000,5,2,0,0,1,1,1,445.2734311,561.015625,605.7964478
19/05/2018,1051,10,17.2,45,2.1,2000,5.1,2.61,0,0,1,1,1,451.4141698,515.5180664,608.6484375
19/05/2018,1290,11,19,44,1.4,2000,6.4,3.12,0,0,1,1,1,454.8922576,576.1347046,653.4612427
19/05/2018,1573,12,20.5,42,2.1,2000,7.1,3.42,0,0,1,1,1,471.6144302,567.7556152,677.263855
19/05/2018,1865,13,21.9,39,2,2000,7.3,3.52,0,0,1,1,1,490.4480239,600.203125,693.1462402
19/05/2018,2128,14,22.8,39,2.6,1983,8.1,3.39,0,0,1,1,1,486.6639362,584.3297729,714.9107666
19/05/2018,2268,15,23.9,37,1.6,2000,8.3,3.07,0,0,1,1,1,507.2733814,687.6378784,744.8230591
19/05/2018,2479,16,24.5,34,1.5,2000,7.5,2.54,0,0,1,1,1,501.6797034,699.4404297,743.8382568
