"Test[not.NA.test.row.index, 1]","Test[not.NA.test.row.index, 3]","Test[not.NA.test.row.index, 2]","predict(XGB, Test[not.NA.test.row.index, 2:14])"
"18/07/2018",14,762,455.892517089844
"18/07/2018",15,776,493.236663818359
"18/07/2018",16,912,602.923889160156
"18/07/2018",17,1596,599.619079589844
"18/07/2018",18,2692,799.674926757812
"18/07/2018",19,2281,632.971801757812
"18/07/2018",20,2202,543.734008789062
"18/07/2018",21,2188,558.186828613281
"18/07/2018",22,1980,534.397277832031
"18/07/2018",23,1354,478.002838134766
"19/07/2018",0,1068,365.839202880859
"19/07/2018",1,824,366.445434570312
"19/07/2018",2,591,343.354522705078
"19/07/2018",3,393,286.315032958984
"19/07/2018",4,231,305.195343017578
"19/07/2018",5,329,309.194305419922
"19/07/2018",6,672,268.470397949219
"19/07/2018",7,1315,445.222747802734
"19/07/2018",8,1993,768.88671875
"19/07/2018",9,985,447.717529296875
"19/07/2018",10,695,395.855194091797
"19/07/2018",11,687,492.597259521484
"19/07/2018",12,828,506.303131103516
"19/07/2018",13,798,510.870819091797
"19/07/2018",14,722,547.847290039062
"19/07/2018",15,827,597.625732421875
"19/07/2018",16,1017,626.487731933594
"19/07/2018",17,1536,647.971374511719
"19/07/2018",18,2640,744.382995605469
"19/07/2018",19,2245,639.932006835938
"19/07/2018",20,2114,528.204040527344
"19/07/2018",21,2122,524.363037109375
"19/07/2018",22,1870,590.113708496094
"19/07/2018",23,1318,529.739562988281
"20/07/2018",0,1041,370.356323242188
"20/07/2018",1,773,367.549713134766
"20/07/2018",2,557,287.882537841797
"20/07/2018",3,428,281.490631103516
"20/07/2018",4,267,241.10075378418
"20/07/2018",5,327,189.318130493164
"20/07/2018",6,672,223.788192749023
"20/07/2018",7,1251,449.648712158203
"20/07/2018",8,1896,739.109802246094
"20/07/2018",9,1029,476.928314208984
"20/07/2018",10,641,389.764038085938
"20/07/2018",11,791,362.80517578125
"20/07/2018",12,822,393.314514160156
"20/07/2018",13,805,399.80810546875
"20/07/2018",14,741,415.469879150391
"20/07/2018",15,794,486.124542236328
"20/07/2018",16,928,587.30029296875
"20/07/2018",17,1468,639.072326660156
"20/07/2018",18,2419,796.02587890625
"20/07/2018",19,2084,689.44140625
"20/07/2018",20,1888,622.821411132812
"20/07/2018",21,1869,672.196350097656
"20/07/2018",22,1782,639.954833984375
"20/07/2018",23,1426,514.042602539062
"21/07/2018",0,1132,348.692230224609
"21/07/2018",1,945,349.177032470703
"21/07/2018",2,684,248.196182250977
"21/07/2018",3,477,222.293853759766
"21/07/2018",4,347,244.34211730957
"21/07/2018",5,292,192.701080322266
"21/07/2018",6,381,373.1552734375
"21/07/2018",7,491,361.297790527344
"21/07/2018",8,720,753.284790039062
"21/07/2018",9,729,417.501495361328
"21/07/2018",10,699,350.64453125
"21/07/2018",11,676,386.364868164062
"21/07/2018",12,735,487.3857421875
"21/07/2018",13,727,518.254821777344
"21/07/2018",14,682,546.860778808594
"21/07/2018",15,785,541.477783203125
"21/07/2018",16,883,621.830627441406
"21/07/2018",17,1011,656.866760253906
"21/07/2018",18,1202,766.710693359375
"21/07/2018",19,1423,676.170654296875
"21/07/2018",20,1655,589.858642578125
"21/07/2018",21,1731,621.594543457031
"21/07/2018",22,1588,672.196350097656
"21/07/2018",23,1288,614.297668457031
"22/07/2018",0,1088,224.360778808594
"22/07/2018",1,772,363.021026611328
"22/07/2018",2,587,348.715087890625
"22/07/2018",3,438,203.597534179688
"22/07/2018",4,270,243.40119934082
"22/07/2018",5,256,249.870101928711
"22/07/2018",6,286,316.514099121094
"22/07/2018",7,360,459.674255371094
"22/07/2018",8,477,740.272705078125
"22/07/2018",9,526,487.991271972656
"22/07/2018",10,522,460.531188964844
"22/07/2018",11,499,518.278930664062
"22/07/2018",12,560,519.422180175781
"22/07/2018",13,569,554.33740234375
"22/07/2018",14,565,573.168701171875
"22/07/2018",15,632,592.256164550781
"22/07/2018",16,771,646.764953613281
"22/07/2018",17,965,658.928894042969
"22/07/2018",18,1212,734.775207519531
"22/07/2018",19,1478,640.962280273438
"22/07/2018",20,1688,587.635131835938
"22/07/2018",21,1666,598.825744628906
"22/07/2018",22,1346,609.239685058594
"22/07/2018",23,1030,538.315307617188
"23/07/2018",0,792,282.758697509766
"23/07/2018",1,542,291.207366943359
"23/07/2018",2,382,237.599060058594
"23/07/2018",3,238,184.218978881836
"23/07/2018",4,174,152.305374145508
"23/07/2018",5,310,210.745697021484
"23/07/2018",6,652,257.188629150391
"23/07/2018",7,1241,478.036956787109
"23/07/2018",8,1889,763.862365722656
"23/07/2018",9,985,490.643005371094
"23/07/2018",10,636,494.961975097656
"23/07/2018",11,611,493.440155029297
"23/07/2018",12,655,494.860687255859
"23/07/2018",13,688,568.851013183594
"23/07/2018",14,670,608.804992675781
"23/07/2018",15,739,585.41455078125
"23/07/2018",16,960,622.316955566406
"23/07/2018",17,1310,612.954956054688
"23/07/2018",18,2405,686.502685546875
"23/07/2018",19,2112,585.983154296875
"23/07/2018",20,2051,613.16943359375
"23/07/2018",21,1994,629.682800292969
"23/07/2018",22,1697,629.682800292969
"23/07/2018",23,1157,609.249206542969
"24/07/2018",0,874,354.348480224609
"24/07/2018",1,715,404.547668457031
"24/07/2018",2,487,407.780731201172
"24/07/2018",3,332,272.402160644531
"24/07/2018",4,218,175.789352416992
"24/07/2018",5,306,177.167373657227
"24/07/2018",6,673,291.054626464844
"24/07/2018",7,1213,442.909240722656
"24/07/2018",8,1820,724.998107910156
"24/07/2018",9,926,501.639709472656
"24/07/2018",10,610,441.00244140625
"24/07/2018",11,620,488.424560546875
"24/07/2018",12,671,529.353698730469
"24/07/2018",13,688,544.674377441406
"24/07/2018",14,649,475.551208496094
"24/07/2018",15,735,468.229705810547
"24/07/2018",16,834,519.158813476562
"24/07/2018",17,1297,574.042907714844
"24/07/2018",18,2300,731.236450195312
"24/07/2018",19,1968,634.715515136719
"24/07/2018",20,1834,607.718994140625
"24/07/2018",21,1899,566.3525390625
"24/07/2018",22,1773,516.823669433594
"24/07/2018",23,1193,444.019439697266
"25/07/2018",0,939,391.639801025391
"25/07/2018",1,726,343.893035888672
"25/07/2018",2,499,382.642181396484
"25/07/2018",3,327,203.448120117188
"25/07/2018",4,212,198.329238891602
"25/07/2018",5,299,215.544143676758
"25/07/2018",6,657,268.873565673828
"25/07/2018",7,1171,450.572113037109
"25/07/2018",8,1893,691.615783691406
"25/07/2018",9,995,434.215362548828
"25/07/2018",10,696,429.092437744141
"25/07/2018",11,749,449.202239990234
"25/07/2018",12,791,501.38330078125
"25/07/2018",13,783,456.497467041016
"25/07/2018",14,754,548.067687988281
"25/07/2018",15,781,559.349243164062
"25/07/2018",16,977,530.985656738281
"25/07/2018",17,1412,637.874572753906
"25/07/2018",18,2416,741.640686035156
"25/07/2018",19,2039,644.432434082031
"25/07/2018",20,1935,576.747131347656
"25/07/2018",21,1811,576.97607421875
"25/07/2018",22,1767,487.869110107422
"25/07/2018",23,1289,538.326293945312
"26/07/2018",0,939,374.390563964844
"26/07/2018",1,718,365.643463134766
"26/07/2018",2,498,283.074737548828
"26/07/2018",3,355,224.900726318359
"26/07/2018",4,252,255.743362426758
"26/07/2018",5,306,265.995391845703
"26/07/2018",6,602,258.937316894531
"26/07/2018",7,1175,448.799377441406
"26/07/2018",8,1823,578.383911132812
"26/07/2018",9,966,471.633392333984
"26/07/2018",10,644,411.195190429688
"26/07/2018",11,614,447.479705810547
"26/07/2018",12,600,436.378479003906
"26/07/2018",13,628,435.754730224609
"26/07/2018",14,706,449.686431884766
"26/07/2018",15,774,486.363464355469
"26/07/2018",16,920,487.266418457031
"26/07/2018",17,1394,515.1953125
"26/07/2018",18,2367,773.771118164062
"26/07/2018",19,1994,632.910034179688
"26/07/2018",20,1790,558.433349609375
"26/07/2018",21,1868,474.250061035156
"26/07/2018",22,1709,529.391784667969
"26/07/2018",23,1273,499.697845458984
"27/07/2018",0,909,364.12744140625
"27/07/2018",1,747,351.241455078125
"27/07/2018",2,537,335.386199951172
"27/07/2018",3,371,280.190643310547
"27/07/2018",4,218,258.148071289062
"27/07/2018",5,295,286.622283935547
"27/07/2018",6,647,319.504791259766
"27/07/2018",7,1111,378.300964355469
"27/07/2018",8,1763,582.950378417969
"27/07/2018",9,934,477.863677978516
"27/07/2018",10,639,402.954040527344
"27/07/2018",11,619,370.989196777344
"27/07/2018",12,714,381.080413818359
"27/07/2018",13,653,406.450256347656
"27/07/2018",14,507,498.256378173828
"27/07/2018",15,776,456.944580078125
"27/07/2018",16,905,487.266418457031
"27/07/2018",17,1289,529.280883789062
"27/07/2018",18,2183,685.827575683594
"27/07/2018",19,1657,579.236999511719
"27/07/2018",20,1565,487.060668945312
"27/07/2018",21,1547,556.885681152344
"27/07/2018",22,1507,544.869506835938
"27/07/2018",23,1182,521.477661132812
"28/07/2018",0,992,351.779724121094
"28/07/2018",1,875,366.324005126953
"28/07/2018",2,656,331.219482421875
"28/07/2018",3,461,273.648773193359
"28/07/2018",4,340,237.148178100586
"28/07/2018",5,248,248.354797363281
"28/07/2018",6,313,322.72705078125
"28/07/2018",7,428,367.785186767578
"28/07/2018",8,606,502.453704833984
"28/07/2018",9,671,503.601623535156
"28/07/2018",10,654,432.008697509766
"28/07/2018",11,592,450.664428710938
"28/07/2018",12,632,470.651428222656
"28/07/2018",13,741,469.742095947266
"28/07/2018",14,314,494.746856689453
"28/07/2018",15,468,479.819641113281
"28/07/2018",16,706,507.041564941406
"28/07/2018",17,863,583.101928710938
"28/07/2018",18,843,628.628601074219
"28/07/2018",19,974,547.717834472656
"28/07/2018",20,1095,493.356384277344
"28/07/2018",21,1211,589.615051269531
"28/07/2018",22,1158,568.559020996094
"28/07/2018",23,1039,536.623718261719
"29/07/2018",0,921,311.374694824219
"29/07/2018",1,636,330.514678955078
"29/07/2018",2,511,278.951690673828
"29/07/2018",3,403,302.446533203125
"29/07/2018",4,245,258.917266845703
"29/07/2018",5,199,191.23762512207
"29/07/2018",6,266,226.992248535156
"29/07/2018",7,345,507.730041503906
"29/07/2018",8,456,740.272705078125
"29/07/2018",9,519,477.811828613281
"29/07/2018",10,473,471.928924560547
"29/07/2018",11,476,537.856994628906
"29/07/2018",12,644,557.659973144531
"29/07/2018",13,622,530.014831542969
"29/07/2018",14,630,661.370300292969
"29/07/2018",15,713,631.98681640625
"29/07/2018",16,760,698.089965820312
"29/07/2018",17,895,740.401245117188
"29/07/2018",18,1141,834.737915039062
"29/07/2018",19,1486,731.773071289062
"29/07/2018",20,1697,668.792236328125
"29/07/2018",21,1638,666.454345703125
"29/07/2018",22,1406,689.007263183594
"29/07/2018",23,1108,614.498291015625
"30/07/2018",0,810,338.168243408203
"30/07/2018",1,575,301.575744628906
"30/07/2018",2,363,285.514678955078
"30/07/2018",3,253,269.537322998047
"30/07/2018",4,209,252.241561889648
"30/07/2018",5,273,261.906494140625
"30/07/2018",6,668,349.556579589844
"30/07/2018",7,1130,467.252166748047
"30/07/2018",8,1646,771.235656738281
"30/07/2018",9,866,522.114990234375
"30/07/2018",10,609,502.113922119141
"30/07/2018",11,623,543.265319824219
"30/07/2018",12,663,596.3515625
"30/07/2018",13,688,624.53564453125
"30/07/2018",14,645,650.898620605469
"30/07/2018",15,666,685.191162109375
"30/07/2018",16,845,688.079467773438
"30/07/2018",17,1224,730.844970703125
"30/07/2018",18,2347,846.550170898438
"30/07/2018",19,2016,741.738525390625
"30/07/2018",20,1947,689.209594726562
"30/07/2018",21,1875,661.565063476562
"30/07/2018",22,1552,661.667236328125
"30/07/2018",23,1202,613.170715332031
"31/07/2018",0,901,317.304870605469
"31/07/2018",1,695,323.252288818359
"31/07/2018",2,476,296.428771972656
"31/07/2018",3,334,245.043090820312
"31/07/2018",4,244,233.632446289062
"31/07/2018",5,284,265.118316650391
"31/07/2018",6,584,284.869842529297
"31/07/2018",7,1091,477.135131835938
"31/07/2018",8,1665,782.677490234375
"31/07/2018",9,860,564.518310546875
"31/07/2018",10,582,520.734680175781
"31/07/2018",11,583,491.187683105469
"31/07/2018",12,626,584.956481933594
"31/07/2018",13,623,624.465515136719
"31/07/2018",14,579,612.089477539062
"31/07/2018",15,665,606.408935546875
"31/07/2018",16,763,696.092895507812
"31/07/2018",17,1184,697.486999511719
"31/07/2018",18,2092,821.19189453125
"31/07/2018",19,1865,691.029052734375
"31/07/2018",20,1772,632.078125
"31/07/2018",21,1719,612.726623535156
"31/07/2018",22,1613,572.808288574219
"31/07/2018",23,1097,618.456726074219
"01/08/2018",0,875,396.463317871094
"01/08/2018",1,724,415.732055664062
"01/08/2018",2,501,412.442413330078
"01/08/2018",3,362,305.096527099609
"01/08/2018",4,250,243.40119934082
"01/08/2018",5,315,246.254241943359
"01/08/2018",6,622,315.644653320312
"01/08/2018",7,1061,477.439575195312
"01/08/2018",8,1550,739.360778808594
"01/08/2018",9,853,429.313903808594
"01/08/2018",10,540,486.883178710938
"01/08/2018",11,521,500.147125244141
"01/08/2018",12,569,516.055541992188
"01/08/2018",13,533,549.563171386719
"01/08/2018",14,475,612.313598632812
"01/08/2018",15,531,610.380920410156
"01/08/2018",16,561,623.515319824219
"01/08/2018",17,1033,643.783447265625
"01/08/2018",18,1929,785.59423828125
"01/08/2018",19,1553,578.0732421875
"01/08/2018",20,1441,525.080688476562
"01/08/2018",21,1500,540.434936523438
"01/08/2018",22,1367,552.463806152344
"01/08/2018",23,1046,541.409790039062
"02/08/2018",0,850,342.03125
"02/08/2018",1,647,343.986755371094
"02/08/2018",2,459,296.420074462891
"02/08/2018",3,295,196.521636962891
"02/08/2018",4,215,158.42268371582
"02/08/2018",5,265,207.05207824707
"02/08/2018",6,578,218.394515991211
"02/08/2018",7,1006,406.301910400391
"02/08/2018",8,1579,699.651062011719
"02/08/2018",9,813,514.140869140625
"02/08/2018",10,549,498.292663574219
"02/08/2018",11,547,496.092498779297
"02/08/2018",12,562,522.861022949219
"02/08/2018",13,550,555.623840332031
"02/08/2018",14,535,595.870300292969
"02/08/2018",15,605,622.821716308594
"02/08/2018",16,676,634.782104492188
"02/08/2018",17,1066,649.754760742188
"02/08/2018",18,1881,777.392028808594
"02/08/2018",19,1605,628.009643554688
"02/08/2018",20,1480,547.933776855469
"02/08/2018",21,1535,615.107421875
"02/08/2018",22,1375,607.87646484375
"02/08/2018",23,1020,526.236999511719
"03/08/2018",0,763,329.163024902344
"03/08/2018",1,675,263.341094970703
"03/08/2018",2,443,304.554901123047
"03/08/2018",3,327,252.9599609375
"03/08/2018",4,236,239.89404296875
"03/08/2018",5,266,213.998748779297
"03/08/2018",6,544,248.153060913086
"03/08/2018",7,937,443.482849121094
"03/08/2018",8,1471,740.427429199219
"03/08/2018",9,784,514.140869140625
"03/08/2018",10,530,446.489562988281
"03/08/2018",11,575,500.147125244141
"03/08/2018",12,585,515.415954589844
"03/08/2018",13,585,526.772216796875
"03/08/2018",14,575,532.598327636719
"03/08/2018",15,600,535.823486328125
"03/08/2018",16,763,587.935913085938
"03/08/2018",17,1105,592.082946777344
"03/08/2018",18,1920,669.395141601562
"03/08/2018",19,1558,578.153442382812
"03/08/2018",20,1517,586.762084960938
"03/08/2018",21,1511,614.971984863281
"03/08/2018",22,1421,620.265075683594
"03/08/2018",23,1103,554.839111328125
"04/08/2018",0,953,313.547302246094
"04/08/2018",1,872,312.719940185547
"04/08/2018",2,594,283.468139648438
"04/08/2018",3,435,231.286178588867
"04/08/2018",4,304,207.305633544922
"04/08/2018",5,234,204.827026367188
"04/08/2018",6,289,259.051055908203
"04/08/2018",7,405,465.174896240234
"04/08/2018",8,568,724.516967773438
"04/08/2018",9,598,477.120544433594
"04/08/2018",10,569,461.799224853516
"04/08/2018",11,655,437.524780273438
"04/08/2018",12,640,486.548675537109
"04/08/2018",13,703,459.035675048828
"04/08/2018",14,676,490.872222900391
"04/08/2018",15,690,567.676696777344
"04/08/2018",16,700,597.277099609375
"04/08/2018",17,901,663.586120605469
"04/08/2018",18,1044,759.269836425781
"04/08/2018",19,1277,623.572814941406
"04/08/2018",20,1387,556.294921875
"04/08/2018",21,1377,567.738708496094
"04/08/2018",22,1337,508.154876708984
"04/08/2018",23,1155,460.155822753906
"05/08/2018",0,983,372.721282958984
"05/08/2018",1,758,333.287902832031
"05/08/2018",2,509,305.947998046875
"05/08/2018",3,401,262.32470703125
"05/08/2018",4,253,236.563461303711
"05/08/2018",5,188,242.844528198242
"05/08/2018",6,222,258.893035888672
"05/08/2018",7,223,400.105102539062
"05/08/2018",8,309,589.273193359375
"05/08/2018",9,422,488.667053222656
"05/08/2018",10,461,451.462219238281
"05/08/2018",11,499,429.774383544922
"05/08/2018",12,565,424.486511230469
"05/08/2018",13,600,463.092864990234
"05/08/2018",14,639,496.854187011719
"05/08/2018",15,712,504.928771972656
"05/08/2018",16,818,542.704528808594
"05/08/2018",17,978,556.813049316406
"05/08/2018",18,1247,686.963195800781
"05/08/2018",19,1411,532.50927734375
"05/08/2018",20,1524,466.738098144531
"05/08/2018",21,1465,484.105987548828
"05/08/2018",22,1286,512.809692382812
"05/08/2018",23,942,543.240417480469
"06/08/2018",0,707,354.651031494141
"06/08/2018",1,455,372.287567138672
"06/08/2018",2,309,338.405700683594
"06/08/2018",3,219,269.994873046875
"06/08/2018",4,162,247.289199829102
"06/08/2018",5,258,237.148178100586
"06/08/2018",6,546,263.701568603516
"06/08/2018",7,699,393.960693359375
"06/08/2018",8,797,637.581848144531
"06/08/2018",9,614,479.308532714844
"06/08/2018",10,533,473.445495605469
"06/08/2018",11,569,436.029632568359
"06/08/2018",12,613,398.029144287109
"06/08/2018",13,666,477.681396484375
"06/08/2018",14,571,435.732116699219
"06/08/2018",15,646,496.602630615234
"06/08/2018",16,752,547.413330078125
"06/08/2018",17,1063,576.744262695312
"06/08/2018",18,1956,747.046447753906
"06/08/2018",19,1548,658.762756347656
"06/08/2018",20,1537,596.826965332031
"06/08/2018",21,1611,595.661987304688
"06/08/2018",22,1371,485.004211425781
"06/08/2018",23,969,484.829925537109
"07/08/2018",0,842,424.287719726562
"07/08/2018",1,619,424.915161132812
"07/08/2018",2,443,410.609222412109
"07/08/2018",3,278,355.630096435547
"07/08/2018",4,201,326.985229492188
"07/08/2018",5,273,325.152038574219
"07/08/2018",6,634,372.651885986328
"07/08/2018",7,1059,561.021362304688
"07/08/2018",8,1695,789.080139160156
"07/08/2018",9,961,613.553588867188
"07/08/2018",10,635,590.963134765625
"07/08/2018",11,657,557.682067871094
"07/08/2018",12,770,546.962951660156
"07/08/2018",13,662,579.588134765625
"07/08/2018",14,658,575.681884765625
"07/08/2018",15,698,573.759521484375
"07/08/2018",16,855,579.726501464844
"07/08/2018",17,1232,646.105712890625
"07/08/2018",18,2274,750.416381835938
"07/08/2018",19,1898,593.807312011719
"07/08/2018",20,1836,536.937438964844
"07/08/2018",21,1826,574.2861328125
"07/08/2018",22,1664,589.536071777344
"07/08/2018",23,1136,543.9228515625
"08/08/2018",0,853,352.029510498047
"08/08/2018",1,700,381.417266845703
"08/08/2018",2,489,333.728851318359
"08/08/2018",3,322,273.775665283203
"08/08/2018",4,183,239.003890991211
"08/08/2018",5,260,248.004211425781
"08/08/2018",6,614,265.881927490234
"08/08/2018",7,1079,385.444732666016
"08/08/2018",8,1693,605.096618652344
"08/08/2018",9,920,468.49951171875
"08/08/2018",10,657,393.625213623047
"08/08/2018",11,624,414.732727050781
"08/08/2018",12,629,546.458374023438
"08/08/2018",13,673,547.512878417969
"08/08/2018",14,670,610.055969238281
"08/08/2018",15,687,569.71728515625
"08/08/2018",16,839,627.793701171875
"08/08/2018",17,1266,700.204650878906
"08/08/2018",18,2326,838.519775390625
"08/08/2018",19,1983,580.330017089844
"08/08/2018",20,1822,501.277862548828
"08/08/2018",21,1783,516.105041503906
"08/08/2018",22,1628,567.175415039062
"08/08/2018",23,1180,465.884460449219
"09/08/2018",0,929,347.820617675781
"09/08/2018",1,733,346.53125
"09/08/2018",2,466,332.905914306641
"09/08/2018",3,334,285.951110839844
"09/08/2018",4,189,267.002593994141
"09/08/2018",5,292,251.058929443359
"09/08/2018",6,619,276.42138671875
"09/08/2018",7,1088,422.661437988281
"09/08/2018",8,1731,606.685241699219
"09/08/2018",9,977,485.298004150391
"09/08/2018",10,649,511.983581542969
"09/08/2018",11,659,495.25244140625
"09/08/2018",12,484,470.214202880859
"09/08/2018",13,628,509.907104492188
"09/08/2018",14,561,524.423645019531
"09/08/2018",15,644,546.025756835938
"09/08/2018",16,559,509.956085205078
"09/08/2018",17,740,512.322326660156
"09/08/2018",18,1850,605.804565429688
"09/08/2018",19,1698,534.651489257812
"09/08/2018",20,1591,582.764953613281
"09/08/2018",21,1654,504.092224121094
"09/08/2018",22,1494,473.984619140625
"09/08/2018",23,1075,487.059661865234
"10/08/2018",0,903,297.829986572266
"10/08/2018",1,708,291.006713867188
"10/08/2018",2,484,341.741882324219
"10/08/2018",3,346,270.312408447266
"10/08/2018",4,214,194.574966430664
"10/08/2018",5,283,190.644943237305
"10/08/2018",6,645,279.702331542969
"10/08/2018",7,1027,437.497222900391
"10/08/2018",8,1728,834.571960449219
"10/08/2018",9,892,571.555236816406
"10/08/2018",10,683,473.0810546875
"10/08/2018",11,697,491.900268554688
"10/08/2018",12,721,579.171264648438
"10/08/2018",13,696,619.058349609375
"10/08/2018",14,658,663.365417480469
"10/08/2018",15,725,612.687805175781
"10/08/2018",16,853,656.111572265625
"10/08/2018",17,1293,684.05859375
"10/08/2018",18,2289,815.148376464844
"10/08/2018",19,1903,683.683959960938
"10/08/2018",20,1702,617.072021484375
"10/08/2018",21,1641,662.559814453125
"10/08/2018",22,1544,643.41259765625
"10/08/2018",23,1198,602.522521972656
"11/08/2018",0,1022,335.564483642578
"11/08/2018",1,881,412.903564453125
"11/08/2018",2,691,308.016723632812
"11/08/2018",3,441,357.463287353516
"11/08/2018",4,266,315.968933105469
"11/08/2018",5,263,326.985229492188
"11/08/2018",6,355,372.651885986328
"11/08/2018",7,425,538.916381835938
"11/08/2018",8,647,761.158508300781
"11/08/2018",9,672,551.301513671875
"11/08/2018",10,643,460.994598388672
"11/08/2018",11,766,422.288330078125
"11/08/2018",12,759,546.9404296875
"11/08/2018",13,830,613.766662597656
"11/08/2018",14,733,622.846923828125
"11/08/2018",15,694,666.302551269531
"11/08/2018",16,826,664.165893554688
"11/08/2018",17,1006,716.875610351562
"11/08/2018",18,1274,818.467468261719
"11/08/2018",19,1482,713.499877929688
"11/08/2018",20,1469,642.124755859375
"11/08/2018",21,1437,641.540710449219
"11/08/2018",22,1351,591.634826660156
"11/08/2018",23,1076,607.570983886719
"12/08/2018",0,997,299.998016357422
"12/08/2018",1,703,353.426208496094
"12/08/2018",2,554,352.30859375
"12/08/2018",3,387,297.329467773438
"12/08/2018",4,260,263.257873535156
"12/08/2018",5,196,326.017150878906
"12/08/2018",6,261,360.676971435547
"12/08/2018",7,316,476.484497070312
"12/08/2018",8,520,744.565307617188
"12/08/2018",9,568,576.07177734375
"12/08/2018",10,483,449.059509277344
"12/08/2018",11,526,519.422973632812
"12/08/2018",12,670,537.76220703125
"12/08/2018",13,704,609.375061035156
"12/08/2018",14,697,589.962219238281
"12/08/2018",15,820,661.397521972656
"12/08/2018",16,959,656.870422363281
"12/08/2018",17,1156,678.668762207031
"12/08/2018",18,1225,796.03369140625
"12/08/2018",19,1117,554.057922363281
"12/08/2018",20,1208,525.9326171875
"12/08/2018",21,1337,521.948669433594
"12/08/2018",22,1127,506.466033935547
"12/08/2018",23,707,465.306823730469
"13/08/2018",0,409,373.085479736328
"13/08/2018",1,231,356.098968505859
"13/08/2018",2,212,344.662322998047
"13/08/2018",3,196,275.476257324219
"13/08/2018",4,151,276.011627197266
"13/08/2018",5,230,290.615081787109
"13/08/2018",6,594,324.442138671875
"13/08/2018",7,1065,387.846343994141
"13/08/2018",8,1657,604.247985839844
"13/08/2018",9,903,481.663543701172
"13/08/2018",10,639,499.552032470703
"13/08/2018",11,677,474.603607177734
"13/08/2018",12,724,429.200836181641
"13/08/2018",13,698,510.819732666016
"13/08/2018",14,651,610.502319335938
"13/08/2018",15,709,572.8408203125
"13/08/2018",16,901,615.327575683594
"13/08/2018",17,1358,560.039428710938
"13/08/2018",18,2367,678.795349121094
"13/08/2018",19,2036,602.722839355469
"13/08/2018",20,1847,545.3876953125
"13/08/2018",21,1851,678.001770019531
"13/08/2018",22,1635,664.897216796875
"13/08/2018",23,1086,476.78662109375
"14/08/2018",0,872,429.857055664062
"14/08/2018",1,681,351.050872802734
"14/08/2018",2,467,416.035919189453
"14/08/2018",3,345,326.876434326172
"14/08/2018",4,209,247.159698486328
"14/08/2018",5,254,246.254241943359
"14/08/2018",6,643,295.352142333984
"14/08/2018",7,1097,436.112274169922
"14/08/2018",8,1708,762.581909179688
"14/08/2018",9,944,497.94189453125
"14/08/2018",10,615,495.717590332031
"14/08/2018",11,636,487.6435546875
"14/08/2018",12,699,514.9912109375
"14/08/2018",13,695,545.914123535156
"14/08/2018",14,627,559.008056640625
"14/08/2018",15,700,587.750122070312
"14/08/2018",16,920,626.576354980469
"14/08/2018",17,1306,667.069702148438
"14/08/2018",18,2305,709.4013671875
"14/08/2018",19,1972,673.340393066406
"14/08/2018",20,1705,665.918579101562
"14/08/2018",21,1684,538.530578613281
"14/08/2018",22,1587,660.319885253906
"14/08/2018",23,1165,518.072143554688
"15/08/2018",0,1034,335.162475585938
"15/08/2018",1,850,161.336059570312
"15/08/2018",2,676,209.670028686523
"15/08/2018",3,474,164.124816894531
"15/08/2018",4,310,239.424819946289
"15/08/2018",5,227,232.236526489258
"15/08/2018",6,346,226.806549072266
"15/08/2018",7,429,403.444427490234
"15/08/2018",8,553,493.423767089844
"15/08/2018",9,563,464.139770507812
"15/08/2018",10,547,397.058227539062
"15/08/2018",11,586,422.456420898438
"15/08/2018",12,563,442.698852539062
"15/08/2018",13,591,532.843933105469
"15/08/2018",14,627,531.001892089844
"15/08/2018",15,761,597.334655761719
"15/08/2018",16,877,644.066101074219
"15/08/2018",17,960,548.956970214844
"15/08/2018",18,925,663.038696289062
"15/08/2018",19,1301,581.7666015625
"15/08/2018",20,1500,488.103515625
"15/08/2018",21,1507,502.8115234375
"15/08/2018",22,1350,513.412902832031
"15/08/2018",23,1008,476.611694335938
"16/08/2018",0,808,424.430358886719
"16/08/2018",1,535,415.732055664062
"16/08/2018",2,381,412.442413330078
"16/08/2018",3,252,357.463287353516
"16/08/2018",4,173,325.152038574219
"16/08/2018",5,263,326.002990722656
"16/08/2018",6,631,357.141632080078
"16/08/2018",7,1105,568.586669921875
"16/08/2018",8,1660,850.076049804688
"16/08/2018",9,876,554.735290527344
"16/08/2018",10,612,481.435302734375
"16/08/2018",11,672,478.078796386719
"16/08/2018",12,668,570.915893554688
"16/08/2018",13,652,600.203125
"16/08/2018",14,638,631.83642578125
"16/08/2018",15,720,656.647766113281
"16/08/2018",16,902,684.151550292969
"16/08/2018",17,1384,704.07958984375
"16/08/2018",18,2481,830.535827636719
"16/08/2018",19,2286,706.659423828125
"16/08/2018",20,2114,642.124755859375
"16/08/2018",21,2127,658.017028808594
"16/08/2018",22,1943,650.571960449219
"16/08/2018",23,1446,595.759887695312
"17/08/2018",0,1109,305.843231201172
"17/08/2018",1,842,291.852203369141
"17/08/2018",2,572,310.921508789062
"17/08/2018",3,375,241.484222412109
"17/08/2018",4,276,191.598449707031
"17/08/2018",5,304,177.569961547852
"17/08/2018",6,719,226.907592773438
"17/08/2018",7,1271,467.606323242188
"17/08/2018",8,1918,734.582336425781
"17/08/2018",9,1069,541.817077636719
"17/08/2018",10,717,502.099884033203
"17/08/2018",11,844,509.402801513672
"17/08/2018",12,904,536.659545898438
"17/08/2018",13,820,600.679626464844
